content,score
verifikasi itu ke nomor hp baru bukan ke nomor lama haloww,5
proses cepat bagus sekali,5
"selama belanja pake aplikasi ini, gak ada masalah yg berarti. transaksi umumnya berhasil. good... 👍👍",5
top banget,5
"tidak bisa kirim video ataupun Poto yang disimpan di galeri sebelum paket di klik selesai, kalau di market place lain bisa tuh kirim unboxing",3
Halo! Bisakah saya mendapatkan info selengkapnya tentang ini?,5
Lemot banget pas mau pilih metode pembayaran,1
ngefreez trus nih woy,1
"komplain pembelian cuma chat dengan ai. tidak bisa chat admin, kena PHK semua kah? solusi pembelian yang kurang jumlah barangnya hanya refund. tidak bisa solusi : pengirim mengirimkan barang yang kurang.",3
"ini Tokopedia kenapa dah,masa mau beli baju tinggal pencet ""Bayar Sekarang"" tapi tuh tombol kaga ada sama sekali, padahal saldo OVO masih banyak dan tinggal pencet:""BAYAR SEKARANG"" tapi tuh tombol kaga ada kan aneh,jadi tolong lah di perbaiki sinyal bagus padahal",1
"muak, ganti nomor saja lama dan ribet",1
ngentammm gacor,5
belanja tinggal klik bayar ko ada pemberitahuan oops transaksi tidak bisa d proses. diskon barang sudah tertera dengan sendirinya dan harga yg terpampang di barang juga harga discount yg muncul dengan sendiri. kenapa giliran mau d bayar tinggal klik ko transaksi tidak bisa d proses?? kalau emang ga boleh beli pake diskon mestinya discount ga muncul d layar.,4
bagus sekali top,5
"Notifikasi kayak anjg, notifikasi kok setiap 30 detik!!!!",1
belanja tanpa ribet,5
"kukira gak bisa pake Akun Dana ternyata bisa, semoga bisa jadi langganan belanja di tokped, soalnya hampir semua wishlistku sebelumnya ada semua di tokped, thanks tokped atas kemudahannya,",5
pesan barang gk dikirim2 dr pihak tokony. menunggu kurir terus. tp gk ada fitur batalkan pesanan. fitur cma ada ajukan komplen.enakan di shopee fitur cancel order gampang.,1
paket nyasar sudah ajukan komplaint tidak ada tanggapan sama sekali dari pihak tokopedia . sangat tidak membantu apapun,1
laporan ke tokopedia care tidak ada respon. datang ke kantor tidak ada respon. apakah sudah bisa dilaporkan ke pihak yang berwajib ya? karena sudah yidak merespon dan menahan dana di akun pribadiku sampai tidak bisa diambil dananya?,1
pesanan selalu dibatalkan sistem,1
Alhamdulillah selalu terpercaya,5
stlh update.. ga bisa dibuka dihp jadul w.. ee bintang 1 aj dah,1
"SALDO PENGHASILAN SELALU GAGAL SAAT DI CAIRKAN! , PLATFORM SEBESAR INI KENAPA SYSTEM NYA SANGAT MEREPOTKAN !!! SAYA SEBAGAI SELLER SANGAT MERASA DIRUGIKAN, DENGAN SYSTEM YANG SEPERTI INI, MAU NARIK UANG HASIL PENJUALAN SELALU GAGAL!!! SEDANGKAN BIAYA APLIKASI LANGSUNG DI POTONG DI DEPAN!!!",1
"Tokped ini selalu berpihak ke penjual, berbeda dgn shopee, voucher tokped sangat jarang, sekali nya ada voucher penjual tdk kirim2 barang nya, dan tdk bisa di komplen, lalu sering sekali suka seenak nya membatalkan pesanan klo ada voucher,",1
return barang tapi kena pajak😾,4
Sering menampilkan barang yang sama di menu utama secara berulang kali sangat mengganggu,1
"aplikasi sangat mudah di gunakan,pengirimannya tepat waktu",5
"keterangan di tarcking pengiriman, harap di cantumkan nomor kntak kurir nya",2
"tokopedia memudahkan kita untuk berbelanja, semua ada di sini",5
Sangat baik,5
👀,5
"berat. toko banyak yang hilang, masih kalah jauh sama shoppe🙏. jadi kurang yaman saat cek barang tok ped. semoga menjadi lebih baik",1
ok,5
"pengiriman j&t kirim ke Riau kabupaten lama banget , padahal saya beli di toko Oren cepat sampai , semoga pengiriman j&t suruh perbaiki ty",1
pelayanannya baik,5
keren,5
aplikasi penghasil uang,5
"promo notifikasi Infinix hot 60 Pro ,, mengganggu muncul memenuhi layar hp saya",1
baik dan cepat,4
lawak spam notif infinix,1
barang yg diterima ga sesuai warna yg dipilih kondisi juga sudah di buka kang paket atau si penjual durasi pengiriman melebihi estimasi unisstall kecewa belanja di apk ini,1
terimakasih,4
"pesen online di aplikasi masih di proses , tapi barang udah dateng, dan barangnya pun beda saya tolak gabisa , harus bayar 282.000 ,padahal di aplikasi 240.000 kata kurir cuma anter , komplen sama penjual gak respon, komplen di aplikasi gak di tanggepin, penjual nya pun masih aman sampe skrg tdak di tutup sama pihak tokped , jadi mohon maaf saya turunin bintangnya",1
harga mahal² barang yg d jual d Tokopedia di tambah lagi tidak ada nya gratis ongkir ga separti di sebelah Oren harga barang nya lebih murah dan ongkir nya bahkan 0 Rp hanya orang yg bodoh kalau sudah tahu belanja d Tokopedia,2
prose pmbatalan pesanan lama,1
lebih baik dan enak / gampang di gunakan yg versi sebelumnya. semoga ada pembaruan yg lebih baik,2
banyak penjual penipu disini... wilayah Bogor Cipatat isinya penjual penipu.,1
"susah bgt ganti nomer aja gagal mulu, 3x upload ktp gagal, kenapa metode konfirmasi nya harus lewat sms atau wa doang (nomerku itu mati lawak) kagak berkembang kenapa gak kasih opsi email atau lain2, yaelah (istilahnya gw kurang puas, harusnya lu seneng karena masih w kasih bintang 4)",4
"notif berulang terus menerus. sangat mengganggu. sudah diupdate tetap sama aja, developer seperti apa ini sangat mengganggu saja ini",1
estimasi barang sampai 21 juli 2025 komplain ke cs udah 1 bulan belum sampai cuma disuruh menunggu,1
Belanja jadi mudah dengan tokopedia,5
ok,5
"Tokopedia affiliate dan tokopedia plus tidak jelas akun saya di nonaktifkan padahal saya tidak melakukan apa apa, saya bertanya ke cs jawaban sangat tidak puas dan tidak bisa menyelesaikan masalah.",1
Akhirnya bisa bayar PBB Banten,5
terpercaya,5
sekarang kalau kita perlu barang urgen kita chat balasan nya lama banget dari seller pas kita Tanya memang setelah di gabung aplikasi penjual memang agak telat motifikasi nya jadi kurang nyaman kita Berkomunikasi di apliksi ini,1
membantu dlm membeli,5
"ngga bisa pilih kurir, dah tau id express bermasalah",3
potongannya gak ngotak.. jual hp 4700000 kepotong 400rb... hrusnya dibedakan mana toko profesional sama toko yang jual karena butuh uang,1
belakangan ini Aplikasi gangguan terus,2
"aplikasi kaya gini kok dibuat,,, setiap pesan barang di batalin trs, kalau gak niat bikin aplikasi, mendinggak usah buat. banyak toko ngga jelas,",1
saldo saya ketahan gak bisa di ambil mau nambah no rekening malah gak bisa juga aneh nih toko saya hubungi cs nya tapi tidakada kejelasan langsung di tutup saran yg pakai apk ini hati hati kalau gk mau kyk gw saldo gk bs di tarik ada 630k,1
"selamat tokopedia anda sudah kehilangan 1 user, perbaiki sistem, dan utamakan kepuasan user, atau akan anda ditinggalkan oleh user2 anda..bye bye",1
"sbnrny bgus bnyk barang2 yg kl di shope g ad sm mahal di sini lebih bnyk sm murah cuman ni cashback scam anj cmn msuk jdi bonus kaga bs di jdiin dana/gopay atau ap gt ke ambilny jg cmn 9k,dikit lh intiny",5
good,5
"Merugikan bagi seller, saya baru saja kehilangan 12juta di aplikasi ini.",1
kenapa dana refund saya bisa berkurang 200 ribu,2
belanja mudah menyenangkan bila mn ada bonus free ongkir.,5
"sementara bintang 1 dulu, 5 orderan terakir 3 kali di batalkan sistem, tanpa ada keterangan, mending pindah toko sebelah aj",2
"Benar² menyenangkan pelayanan Pegawai Toko Pedia, ramah, sabar, gembira melayani dg HATI ok jos TOP",5
mantul,5
😀,5
mantap,5
baik,5
bagus dan bermanfaat,5
Josss,5
coba dlu,3
Tokopedia yang terbaik bagi saya...,5
okbaik,5
ok,5
"mau tanya min, emng di TOPED kalo akun baru bikin, gak bisa buat PEMBAYARAN COD ya min??",1
lebih baik tanpa nunggu lama / loding,5
coba dulu belanja online kalau bagus naik bi.ntang.,3
"jual produk palsu, komplain lama diproses, pengembalian produk dan uang sangat lama merugikan pembeli. Dana hangus saat komplain produk.",1
aplikasi tidak profesional sama sekali sangat merugikan pembeli apalagi dalam hal pengembalian dana..dan paling menjengkelkan custemerservis sangat tidak membantu sama sekali karna di luar pertanyaan yg sudah disiapkan tidk bisa tanya langsung..beda banget sama platform lainya..,1
"aplikasi yang ngasih gratis ongkir tapi barang dikirim baru sampai kerumah 1 minggu , gmn mau maju perusahaan lokal kalo kaya gini aja gk transparan. jau banget pelayananny dari shopee",1
mau belanja susah. kebanyakan iklan. memory hp jdi berat . setelah update versi baru. tolong dibantay!,1
"semenjak integrasi ketiktok seller kacau semua pencairan lama 7 hari ,dan banyak potongan macam2x ,aturannya macam2x",1
kenapa setelah update bagian notifikadi tidak bisa dibuka,4
sering loading saat ini,4
Iklan nya sangat mengganggu,1
mantap,5
saya turunkan bintangnya.ada toko yg nipu di situ ada laporan. sedang promo 90%. tapi yg dikirim bukan barang yg di promokan . malah bable craf. by by Tokopedia saya unistal aja apl nya,1
siiippp,5
aku suka,5
ngeleg,3
bug tidak bisa lihat riwayat refund saldo tokopedia,1
mantap bonusnya,5
"tokopedia pilihan tepat buat solusi yg sering belanja online, produk2nya bagus, pengiriman cepat harga berfariasi tergantung dari mutu barang dan toko penyediaan barang.",5
"saya retur barang pilih diambil oleh kurir, tapi kurir tersebut tidak datang kerumah ditunggu sampai beberapa hari, pas cek lagi orderan udah complete, pas komplain ke cs dikasih tiket tapi gak ada tanggapan lanjut",1
"aplikasi apaan udah jelas barang gue ga sampe-sampe,komplain malah di tolak..ga jelas lu",1
yoi,5
bagus good lah,5
belum pernah belanja,5
ok,4
"saran kategorikan barang utama dan barang part, tambahkan tombol next seperti fungsi tombol prev terimakasih.",5
oke belanja di sini,5
semenjak ganti ke tts biaya admin jadi mahal trus jg ui nya aneh.,1
"Gila mahal banget harga nya, buruk sekali sekarang, semenjak ikut campur tiktok jadi mahal² harganya, PARAH !",1
"nyari live chat cc ga nemu atau ga ada ada nya TANYA 😅 bikin puyeng toko nya udah pada gajelas, 3x co 3x batal, kocak",1
"Bagus, barang variatif.",5
"murah2, cepat sampai lagi",5
"Sekarang di kolom pencarian misal ketik Iphone 16 yang keluar semua serie iphone, tolong kembalikan filter yang spesifik seperti dulu.",1
mantap,5
toko pedia sangat membantu belanja secara online dan dapat dipercaya,5
Baru pertama kali belanja dan diskon nya banyak pembayarannya sangat mudah,5
"sialan co barang 2 hari ga sampai masalah dari JNE dan pengiriman expedisi id, saran dari seller co ulang aja, dan akhirnya discount voucher habis semua barang ga jadi kebeli dana gw dari bank malah balik ke tokped mau narik juga cuma ke gopay? Haduhh udah buang waktu buang tenaga dan ga ada tanggung dari pihak lainnya",1
"makin mudah dengan ditambahkan metode pembayaran QRIS, jadi sering belanja di sini. makasih bnyk min.",5
belanja mudah dan murah,4
sangat baik,5
"Sementara aku kasih bintang 2 dlu,soalnya apk toped gak ad voucher free ongkir selain itu penjual nya klo dichat slow respon semoga cepat dibenahi supaya setara dengan apk orange ,tks",2
sangat membantu,5
kemudahan,5
"menggabungkan seller dengan tiktok shop bikin males, seller mau upload barang malah jdi ribet dilempar-lempar. udah bagus kmarin simple malah dibikin ribet.",1
Versi good,5
ongkir nya mahal bngt udh mah gk bisa di ganti gk ky shopee,2
makin kesini pelayanan nya bukan makin baik malah makin buruk,1
keren lahh pokoknya,5
apaan maksa update mana ulang lagi,1
aplikasi terlelet untuk proses pengembalian dana,1
BUG TERUS gak bisa ambil saldo kembali gimana ini tokopedia JELEK BANGET😟,1
"hati2 bila belanja dengan diskon besar dan ulasan bagus, modus toko penipu.",1
terima kasih gapaylater nya sudah aktif kemabali,5
Banyakin Diskon/promo dan tolong bisa kasih fitur banyak gak? seperti hapus sejarah pembelian dan banyak kustomisasi tolong min 🙏🏻,4
Awesome,5
"Banyak toko bodong, aneh nya bisa lolos. Toko bodong pakai nomor dan alamat palsu saat pengiriman , sehingga saat komplain dan ingin pengembalian barang, alamat susah ditemukan karena palsu. pengembalian dana rumit karena harus mengirim kembali barang ke penjual",1
"inbox chat tidak bisa di hapus, versi sebelumnya bisa",2
loading agak lambat kenapa ya,5
"semenjak gabung tiktok makin ga jelas, orderan mau di pikup driver tiba"" hilang di batalkan sistem.. payahh",1
belanja mudah dan Senang,5
bagus banget kakak 👍,1
Ok,5
ini gimana si mental mulu.. mau bayar tagihan listrik ni lah mental mulu,3
susah banget terhubung dengan cs live,1
"hati2 belanja d sini, untuk complain barang yg tdk d terima/ cancel sangatlah tidak profesional. tim Tokopedia care hanya menangani nya melalui sistem yg tidak sesuai lapangan. untung barang cuman ratusan ribu, bagaimana klo puluhan juta. sy tidak akan belanja lg d app ini. tidak recommend.",1
"top up emoney flazz saldo tidak masuk, chat tokopedia care tidak bisa melapirkan gambar bukti transaksi.",1
"kenapa akun paylateku tiba"" kalian bekukan. aku lhoo gak pernah buat salah apapun. kok bisa kalian indikasikan akunku salah fatal hingga kalian bekukan. telat bayar aja lhoo gak pernah. malah 7hr sebelum jatuh tempo aku lunasin sesuai jumlah tagihan. kalo gini cara kalian, mending aku uninstal aja aplikasi ini. merugikan orang aja kalian ini. udah kalian ini paling mahal dari aplikasi sebelah, udah gitu tiba"" bekukan akun gak jelas salahnya apa. gila kalian ini, lebih baik aku hapus ajalah",1
sering gangguan,1
HANCUR SEMENJAK DIBELI TIKTOK SIALAN,1
Pasang iklan 3hari gak acc ribet amat sih om. . .,2
"admin mahal ,",1
"makin kesini makin gak nyaman, kembalikan Tokopedia seperti dulu, yang buat nayaman penjual dan pembeli",1
"stop kerja sama dengan j&t, pengiriman terburuk !!!!!",1
ada bagusny aplikasiny pelanggan bisa blokir toko yg bermasalah jadi pas pencarian tidak muncul pencarian,5
tidak bisa didownload,1
Nomer Handphone yang terdaftar sudah tidak aktif. Mau rubah saja...repotnya minta ampun dah....selalu di tolak.,2
best lah,5
bagus cmn dri pengiriman toko rekomendasi lebih baik dikasih pilihan kurir susah kalo dilempar2 paketnya makan waktu banyak,5
aplikasi sekarang menyusahkan pembeli untuk barang jelas jelas penipuan pihak call canter slow respon.dan tidak langsung memberikan solusinya padahal sudah jelas itu penipuan,1
semoga lancara dan amanah,5
bagus,5
koq bagian chek out barang error..gk bs di akses....gimna nih..,3
POIN BONUS KENAPA TIDAK BISA DI PAKE LANGSUNG SEMUANYA?! JUALAN DI PASAR PAGI AJE DEH!,1
ok,5
toko ini klo udah kena tanggal merah pengirimannya kacau.. bikin malu aja!,1
bagusss,5
"bisa nggak tokopedia ni ngasi notif ke seller klo ada orang beli, udah klo pengajuan pembatalan lama, makin kesini sistemnya makin gk jelas",1
"riwayat transaksi ada yang hilang, sudah lapor tidak ada tanggapan. download data pribadi juga tidak menampilkan riwayat yg diinginkan. hati² bagi yg beli elektronik di tokopedia, jangan lupa backup invoice sebelum anda menyesal",3
sangat puas,5
kalau sampai bohong hasil produknya di jamin bakal kecewa calon pembeli,3
"saya baru pertama kali pakai apk lazada,mudah,mudahan di permudahkan buat belanja COD,nya,terimakasih, 🙏",5
Bagus,5
"gk ada lagi discount ongkir, apalagi promo discount barang seperti dulu, fix ini mah BERHENTI belanja di tokopedia.",1
"APLIKASI BIADAB, ERROR MULU TIAP BUKA APLIKASI 😡😡😡...BIKIN EMOSI PENGGUNA !!!",1
ngak lemot,5
okey no,5
"kurang tegas ini tokopedia makanya banyak penjual yang santai2 dalam proses pengiriman, tidak ada waktu proses tgl pengiriman untuk penjual jadi suka2 si penjual dah4 hari tapi barang pun belum di kasih ke pihak expedisi",1
bagus,5
"Saya merasa senang ikut gabung di sini,,terimkasih",5
hati hati data banyak yg bocor. baru beli barang lewat VA jarak 1 jam ada yg wa kirim link dg alasan pilih jasa kurir. akhir nya akun di retas dana refund tiba2 ke nomer rekening lain yg bukan punya sya dan tidak bisa di ubah masukan rekening sy. tokopediacare juga bangs*d.gk ada ada respon sama sekali,1
waduh kok setelah di perbaharui kok jadi eror nya aplikasi jadi keluar sendiri setelah cuman melihat saldo ajah. tolong di per baikan mana udah terhubung ke akun lain.😭😤,2
"Jawaban customer service sama artikel sama aja , terus fungsi nya customer service apa kalau tidak bisa menyesuaikan masalah !",1
cepat dan efesien,5
oke bangett,5
bagus membantu,5
Udah pada mahal ongkirny tidak kaya toko sebelah gratis... jangan lagi pakai kurir wahana tolong kepada pihak tokopedia,1
Kurir rekomendasi meresahkan! Paket 4 hari baru di pickup! Sedangkan setelah drop off paket malah tidak bergerak sama sekali. Jangan begitu sistemnya tidak usah multi kurir bikin pusing kurirnya juga. Harusnya fokus di 1 ekspedisi saja!,1
"TIDAK ADA GRATIS ONGKIR, MASA BELANJA 10RB, ONGKIR 57RB",1
"Aplikasi makn berat, makin lemot, promo gak jelas, udak di klit tiba2 harga berubah, tidak ada call center, live chat lambat, udah lebih dari 6 tahun saya pake malah makin jelek aplikasinya dan pelayannya",1
oke kak,5
Ok,5
"Tokopedia gak amanah banget toko gak original masih dipakai, ajukan pembatalan malah nunggu persetujuan penjual! jangan dipake nih apl😭😭😭",1
aplikasi mudah di pakai,5
"ni aplikasi udah gak bisa buat dagang,udah sepi malah smkin sepi,sambungin ke tokopedia sller selalu gagl,semoga cpet bangkrut lah lo...mdningan shoppe",1
ampas anjir ini pelayanan tokped care..cs nya lama kali jawabnya..cuma dikasih waktu 5 menit.padahal masalah belum terselesaikan..auto ngulang lagi lagi dan lagi .kaga pernah tuntas. mending diseblah penanganan dari cs nya cepet dan pasti terselesaikan.,1
mahalnya ongkirnya nauzubillah,1
semoga direspon.,3
akun saya tidak muncul menu penggunaan bonus..padahal bonus saya 300 ribu an..tiap bulan pasti ada yg kadaluarsa..,5
gimana sih dari beberapa hari ga bisa upload atau konsultasi buat dapet resep,1
"sekarang tokped kurang bagus,suka hang, harga mahal. tidak direkomendasikan. shopee top",2
aplikasi sangat membantu saat berbelanja dan banyak cashback nys,5
mantap,5
Fitur Diskusi hilang ya... sayang banget itu,5
"usahakan kalau bikin aplikasi ukuran mb jangan besar,usahakan kalau bikin aplikasi yang bisa di gunakan di hp ram kecil,usahakan kalau bikin aplikasi yang bisa di gunakan di android versi 4 kitkat,usahakan jangan ada iklan dan ngelek,lemot.",5
Kak aplikasi ini kok tidak bisa diinstal,1
"dicoba dulu, ah ah",5
Good,4
sbenarnya suka aplikasinya.bagus ongkir nya ga ketulungan,3
seller banyak yang slow respon .. proses pengiriman terlalu lama,1
semoga amanah,5
BEGO,1
SANGAT KECEWA *APLIKASINYA LEMMOT *KOMPLAIN PENGEMBALIAN DANA LEMMOT *SELLER NAKAL TDK SEGERA DITINDAK *TOKO TIDAK AKTIF & DIBLOKIR MSH BISA JUALAN *PAS ADA MASALAH BARU SEMPAT CHEK TOKO PARAH PARAH PARAH UNTUK YANG LAINNYA BERHATI-HATILAH,1
terlalu banyak permintaan Update,1
Toko pedia tidak bisa saingin yang lain padahal nama perushaan nya bagus.,4
"Sudah banyak Seller yang hilang dari tokopedia, beralih ke TiktokShop. Sangat di sayangkan, aplikasi tokopedia bisa di akses berbagai smartphone, beda dengan Tiktok. Aplikasinya sangat berat. lama kelamaan tokopedia maupun tiktoshop akan di tinggal pengguna.",1
iklan menggangu,1
mantap,4
Bozz Gandosss,5
oke,5
"Harga apapun yang di jual lebih mahal dari shopee, istri soalnya pakai shopee, jadi saya tau. Coba dulu jelasin, kenapa bisa lebih mahal? Apa sama seperti gojek? Penjual dan pembeli kena beban biaya tambahan? Hayo lo 🫵🏻🤣",1
belanja asik aman nyaman,5
bagus.. bintang membuktikan,5
👍👍👍👍👍,5
"Sy sdh mencoba melalui aplikasi ini, memang amanah,dipercaya, kebutuhan sesuai yg kita inginkan ,cepat tdk menunggu waktu lama.",5
"ini kenapa tokopedia shopnya ilang, dipisah kah? ribet dah",2
maturnuwun,5
"my package went on honeymoon with bunch of packages just to cross 2 city, I LOVE FREE SHIPPING I LOVE TOKOPEDIA I LOVE MULTI COURIER ❤️❤️❤️❤️",1
Gak bisa buat hp th 2015 an payahh,1
aplikasi buruk customer service ga bisa kerja duit di tahan udah mau 3 hari,1
bagus,5
semakin buruk,1
lebih banyakin lagi promo nya bossque,5
terimakasih Tokopedia mantull.😁,5
"makin lama makin jelek tokopedia, metode pambayarran saya melalui gopayleter dihilangkan pdhal digopayleter tidak ada masalah, tidak seperti sopie selalu dipermudah",1
"Sering update, tapi tampilan aplikasi sering polos. sinyal bagus akses aplikasi lain Bagus.. kenapa?!!",2
"Sdh bbrp kali masalah dgn seller brng tidak dikirim tp status ""diproses"" pengajuan pembatalan yg butuh wkt lamaa gak ada solusi dan harus persetujuan penjual, penjual sdh dichat gak balas². HARUSNYA TRANSAKSI DIKONFIRMASI PENJUAL GAK BERUBAH OTOMATIS STATUSNYA LANGSUNG DIPROSES",1
Sangat kecewa sekali dengan keputusan toped Terkait gopay later yang di blokir padahal gara gara belanja pakai gopay later terus di batalin sama seller nya ko saya pengguna Tokopedia yang Kena blokir....aneh padahal kesalahan seller,2
"Belanja di tokped sedikit aneh, ada sellernya ga pernah merespon, ga ada ket terakhir online, pesanan sy dibeberapa seller ga dikirim2, dichat pun ga pernah dibales. Mnt batalpun g ada respon dr seller. Akhirnya nunggu btl otomatis pembatalan bukan batas batal pengiriman.",5
aplikasi aneh seller yg salah kirim barang tapi di retur customer yg tanggung ongkir returnya. aneh bin ajaib,1
"sistem return barang dijual penjual yang tidak sesuai diskripsi, sangat jelek dan merugikan pembeli...👎 sistem return barang lebih bagus dan mudah di shopee👍 tokopedia jangan mau dijadikan sarang penipuan .. 👌 dengan mempersulit sistim return,bisa dijadikan sarang penipuan oleh penjual curang dan suka menipu 👌 kenapa tidak ada penilaian buat kurir... biar kurir lebih bangga dan bertanggungjawab jika ada nilainya...👌",1
mudah dan nyaman,5
makin kesini makin jelek pakai ada multi resi pesanan jadi lama sampai di oper sana oper sini . males belanja di Tokopedia 👎,1
bagus bet brand lokal,5
saldo penjualan udah hampir 1 bln belum masuk² tanya CS tapi chatnya g ada jawaban sampai sekarang kirim email tapi g ada jawaban juga,1
"saat menggunakan pembayaran memakai dana tersimpan tokopedia selalu minta kode verifikasi yang dikirimkan ke WA, padahal ada pilihan untuk dikirim kemana",2
"g bisa login, alasannya karena ada terdeteksi 2 akun dalam 1 perangkat. bueh... shopee aja mau 10 akun kaga masalah. makasih ya Tokopedia pernah jadi marketplace terbaik dulu. sekarang mah mirip2 marketplace yg kaya mau tutup.",1
TOKO TOP,5
mantap pokoknya dh,4
bagus,5
apk gak guna ribet gk bisa bayar cod,1
sekarang makin ribet pencairan lama,1
Semakin tidak ok...harga semakin mahal..ongkir semakin mahal.. Cashback dan bebas ongkir ga bisa bareng.. ada biaya penanganan juga... Semakin malas belanja disini. Padhl udah beberapa tahun pake apps ini,1
"toped sekarang makin parah.. fitur chat SUDAH TIDAK BERFUNGSI... setiap chat seller, keluar dari menu chat, masuk lagi ke chat.. chat pembeli hilang/tdk terkirim... dapat chat dari seller, 6x balas tapi tdk ada yg tersimpan dan terbaca oleh seller... hei toktok.. aku akui kalian hebat... mampu meruntuhkan toped... what next???",1
"aplikasi ecommerce paling kocak, bukan jadi mudah malah nyusahin penjual dan pembeli.. aplikasi yg ga support sama UMKM, tapi di suport terus sama pemerintah.. saya sudah beralih ke shopee.",1
"Aplikasi nya Lumayan, sudah saya sering Pakai problematika ada Sistem pengiriman tolong cari alternatif lain , JNE m JNT sering gagal. pick up AMAT SANGAT MENGECEWAKAN TOLONG JADI PERHATIAN BUAT TOKOPEDIA",4
"tokped sekarang jadi lemot parah, tolong diperbaiki atmin",3
hati hati toup flash di toko pedia Uda 3kali isi dari 20rb 25rb dan 50rb saldo tidak masuk d flash padahal Uda d update emang maling Tokopedia,1
kok menutrisi rambut dan meningkatkan kerontokan rambut? cb teliti dan baca lagi itu,5
ok,5
bagus,5
"semakin di tingkatkan pelayanannya, thanks",5
pelayanan Makin Buruk,1
"aplikasi plg ribet,mau login aja susah!!",1
semoga bermanfaat,5
apk mantaa....p!!!!!!!!!!!!,5
Toko online yang lemoot banget,3
"pengajuan pembatalah ribet musti nunggu persetujuan penjual nunggu 2 hari kalo klo seller nya off, harus nya sebelum barang dikemas pembatalan bisa dilakukan sepihak oleh pembeli dan uang langsung krmbali, kaya di shopee.",2
pelayanan cs buruk dana ditahan gak ada solusi.tokopedia gak seperti dulu,1
mantep banget,5
aplikasi belanja terpercaya,5
keren,5
"Saya sangat kecewa dengan Tokopedia care nya sangat lambat dan tidak ada solusi sama sekali dengan masalah saya, udah jelas bukti dari penjual tidak sesuai tapi admin tetap saja minta bukti ke penjual, cara kerja admin nya sangat lambat dan kualitas cs nya juga sangat lambat kalau gini terus bakalan pada pindah ke Shopee",1
"barusan update malah eror! tidak bisa pilih varian produk, tidak bisa menambahkan produk ke keranjang. Gmana bisa cekoutnya?",5
"80 persen, oke,",4
"aplikasinya bagus, terus diperbaiki agar lebih bagus lagi.",5
"Aplikasi belanjan online dengan Tokopedia sangat membantu dan memudahkan dalam memilih segala kebutuhan serta mudahnya proses pembayaran baik COD maupun CASH TRANFER BANK, semoga makin banyak discount serta promo dalam setiap produknya dan sukses slalu buat aplikasi Tokpet.",5
min ada bug mengunduh fitur tapi ketika mencoba diunduh malah coba lagi terus,5
"knp sering ada ganguan ya saat mau chekout, dan knp sekarang gk bisa bayar pake ovo. mohon perbaiki ya",2
bagus,5
mengapa saya pengguna baru tidak dapat melakuka pembayaran melalui gerai offline seperti mini market,4
Baru juga install Kode Error: (IO-Z5UR),2
bismillah ya allah semoga aku segera dapat pekerja an.. 🙏😊 terima kasih banyak kaka tokopedia udah banyak bantu saya semoga selalu di beri kan rejeky cukup dan panjang umur 🙏tetap semangat salam buat tim tokopedia seeee youuuu,5
saya belum mencoba sama sekali??,5
toped emang top,5
aplikasi error,2
joos blodoos,5
Good Job,5
good,5
bagus,5
"LAYANAN BOBROK,PAKAI KURIR GAK NGERTI ALAMAT.tokopedia tidak mengerti,memahami dan menyelesaikan masalah dan bahasa.semua hanya terfokus pada AI.kirim dr Surabaya ke Jember makan waktu 3hr.kirim dr luar Surabaya ke Jember makan waktu 4 hari.HEBAT KAN TOPED DAN SHOPEE.",1
tokopedia memang mantap👍,5
"Dana tokopedia saya tertahan sudah 2x24jam, sudah hubungi CS masih belum terselesaikan, PAYAH!!!",1
buat ngirim video gak bisa aneh,3
mantap,5
"cs dilayanin bot template, mau verifikasi susah dianggap gak sesuai dukcapil padahal udah dicek dan gak ada masalah pas daftar brimo juga aman aman aja gak ada masalah",1
pelayanan yang sangat lelet komplain an yang enggak dibalas sama sekali,1
jos sangat membantu segala urusan blanja jd lebih mudah,5
diskon sih bagus tapi gak dikasih diskon gratis ongkir kek Shopee,1
sampah semenjak di beli tiktod,1
"aplikasi sampah, chat cs gak di bales sama sekali",1
manteb,5
"tokonya masih banyak yang Kurang amanah, penyerahan ke kurir sangat lambat",5
bagus,5
God job,5
support e commerce indo 🫡,5
info toped saya TDK bisa aktif knp,5
aplikasinya berjalan lambat kadang error' ketika masuk keranjang malah kembali ke toko pembelian,1
aplikasi dari tahun 2024 saya pakai aplikasi ini tidak pernah rugi atau pun scam,5
Paling kesel sama setingan asuransi pengiriman .. Udah di matiin habis pilih kurir atau ganti alamat eh Setingan nya nyala lagi dan gk di sadar malah Biaya jadi naek meroket .. Kesel banget setingan nya gk bisa solid mati,1
"ui nya lambat, servernya lambat, cs nya apalagi...😒. pembayaran kedobel ga di balikin, ketentuannya sudah saya baca tapi ga nyambung sama praktek nya. contoh tokoeed card ini.",1
oke,4
baguss bgt,5
Mantapp,5
"Customer care nya sangat tidak berguna, tidak bisa memberikan solusi",1
"ongkir terlalu mahal, gak seperti oren yg ada kupon gratis ongkirnya",4
"Tokopedia ada upddate mulu, tapi setiap habis update selalu eror, ga bisa klaim vocer lah ga bisa instan lah, CAPEK bgt makenya",2
"Tolol Chat admind balesnya Lelet kagak ada kejelasan, Kurir selalu minta sharelok eh padahal ditungguin paket tak jadi dikirimkan. padahal semua kurir shopee langsung satset,",1
nyaman di pakai,5
Tokopedia ok bgt... mantulll,5
nice...,5
Terima kasih,5
